ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2.x,LeafArea_cm2.y
CEU1319,14,TRE,Gaultheria,glomerata,T,C,5,1,3,13.2,NA,NA,NA,0.194,0.43,0.444,0.458,NA,5.214,5.214
ANQ9542,14,TRE,Gaultheria,glomerata,T,C,5,1,2,13.2,NA,NA,NA,0.228,0.462,0.466,0.457,NA,5.916,5.916
ANM3982,14,TRE,Gaultheria,glomerata,T,C,5,1,1,13.2,NA,NA,NA,0.196,0.42,0.426,0.433,NA,5.262,5.262
CKP2011,14,TRE,Paspalum,bonplandianum,T,C,5,2,1,14.5,17,NA,NA,0.097,0.099,0.111,0.105,NA,2.724,2.724
CND1841,14,TRE,Paspalum,bonplandianum,T,C,4,2,4,9,NA,NA,NA,0.039,0.061,0.082,0.082,NA,1.765,1.765
CMZ4872,14,TRE,Paspalum,bonplandianum,T,C,4,2,3,9,NA,NA,NA,0.039,0.069,0.075,0.077,NA,1.951,1.951
CMV5314,14,TRE,Paspalum,bonplandianum,T,C,4,2,2,9,NA,NA,NA,0.046,0.085,0.085,0.081,NA,2.203,2.203
AOJ6237,14,TRE,Paspalum,bonplandianum,T,C,3,1,1,8,8,NA,NA,0.052,0.117,0.123,0.092,NA,1.4609999999999999,1.4609999999999999
AQP3205,14,TRE,Paspalum,bonplandianum,T,C,3,1,2,8,8,NA,NA,0.051,0.094,0.132,0.139,NA,1.517,1.517
CEN6822,14,TRE,Paspalum,bonplandianum,T,C,3,1,3,8,8,NA,NA,0.062,0.098,0.115,0.111,NA,1.653,1.653
CEJ9557,14,TRE,Paspalum,bonplandianum,T,C,3,1,4,8,8,NA,NA,0.056,0.09,0.119,0.139,NA,1.506,1.506
CSA9893,14,TRE,Lachemilla,vulcanica,T,BB,1,1,NA,1.8,NA,3,NA,0.03,0.142,0.121,0.124,NA,1.038,1.038
CVD3073,14,TRE,Lachemilla,vulcanica,T,BB,1,2,NA,2.2,NA,5,NA,0.025,0.127,0.128,0.146,NA,1.074,1.074
CQR5995,14,TRE,Rhynchospora,macrochaeta,T,BB,1,2,NA,23,28,NA,NA,0.312,0.236,0.269,0.273,NA,11.289,11.289
CQZ9924,14,TRE,Rhynchospora,macrochaeta,T,BB,1,3,NA,23,36,NA,NA,0.311,0.278,0.26,0.229,NA,11.846,11.846
CQJ7359,14,TRE,Carex,pygmaea,T,BB,1,1,NA,4.5,4.9,NA,NA,0.014,0.169,0.172,0.169,NA,1.026,1.026
CQV4929,14,TRE,Carex,pygmaea,T,BB,1,2,NA,6.4,7.6,NA,NA,0.058,0.2,0.186,0.213,NA,3.097,3.097
CQN9461,14,TRE,Carex,pygmaea,T,BB,1,3,NA,4.1,4.8,NA,NA,0.02,0.187,0.19,0.199,NA,1.087,1.087
CZL0310,14,TRE,Carex,pygmaea,T,BB,5,3,NA,9.2,10.2,NA,NA,0.023,0.132,0.123,0.135,NA,2.082,2.082
CQM8761,14,TRE,Rhynchospora,macrochaeta,T,BB,3,1,NA,18,25,NA,NA,0.127,0.254,0.253,0.236,NA,5.863,5.863
CVV0408,14,TRE,Rhynchospora,macrochaeta,T,BB,3,2,NA,19,35,NA,NA,0.038,0.144,0.203,0.191,NA,1.863,1.863
CUC9130,14,TRE,Rhynchospora,macrochaeta,T,BB,3,3,NA,16.5,30.3,NA,NA,0.089,0.2,0.175,0.169,NA,3.67,3.67
CVM4701,14,TRE,Calamagrostis,tarmensis,T,BB,5,3,NA,52,50,NA,NA,0.06,0.319,0.322,0.319,"Leaf rolled, double leaf area",1.9149999999999998,1.9149999999999998
CVJ1688,14,TRE,Calamagrostis,tarmensis,T,BB,5,2,NA,47,50,NA,NA,0.039,0.253,0.24,0.235,"Leaf rolled, double leaf area",1.237,1.237
ASJ2613,14,QUE,Gaultheria,glomerata,S,NA,NA,1,NA,NA,NA,1,NA,0.219,0.72,0.622,0.614,2020-03-15-0625_QUE_GAGL_1_AT,3.968,3.968
ASI7818,15,QUE,Paspalum,bonplandianum,S,NA,NA,1,NA,NA,NA,3,NA,0.401,0.148,0.115,0.116,2020-03-15-0625_QUE_PABO_5_AT,18.037,18.037
CHK6500,14,TRE,Carex,bonplandii,T,BB,1,1,NA,11.5,12,NA,NA,0.023,0.173,0.166,0.156,NA,1.343,1.343
CIV7889,14,TRE,Carex,bonplandii,T,BB,1,2,NA,6.5,7,NA,NA,0.019,0.15,0.135,0.163,NA,1.029,1.029
CIR4364,14,TRE,Carex,bonplandii,T,BB,1,3,NA,4,10,NA,NA,0.033,0.429,0.417,0.398,NA,2.216,2.216
CIN1015,14,TRE,Calamagrostis,tarmensis,T,BB,1,1,NA,34,36,NA,NA,0.075,0.23,0.229,0.22,NA,2.311,2.311
ASE3950,15,QUE,Gaultheria,glomerata,S,NA,NA,2,NA,NA,NA,1,NA,0.182,0.592,0.611,0.623,2020-03-15-0633_QUE_GAGL_2_AT,3.603,3.603
CXR6993,14,TRE,Calamagrostis,tarmensis,T,BB,1,2,NA,39,40.5,NA,NA,0.143,0.674,0.678,0.649,NA,5.253,5.253
CKZ6123,14,WAY,Rhynchospora,macrochaeta,T,C,5,3,3,37.3,48.5,NA,NA,0.16,0.182,0.162,0.187,NA,9.57,9.57
CAN8696,13,WAY,Gaultheria,glomerata,T,C,3,1,5,27,NA,NA,NA,0.156,0.51,0.512,0.507,NA,3.98,3.98
CCP1146,13,WAY,Gaultheria,glomerata,T,C,1,2,1,19,NA,NA,NA,0.107,0.541,0.531,0.55,NA,2.161,2.161
CHG9792,13,WAY,Vaccinium,floribundum,T,C,5,2,5,31.5,NA,5,NA,0.112,0.541,0.505,0.45,NA,3.032,3.032
CHD5918,13,WAY,Vaccinium,floribundum,T,C,5,2,1,31.5,NA,5,NA,0.115,0.481,0.424,0.415,NA,2.927,2.927
CMD8567,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,4,52,63,NA,NA,0.521,0.225,0.205,0.249,NA,23.375,23.375
CJB1520,13,WAY,Vaccinium,floribundum,T,C,3,1,2,19.6,NA,5,NA,0.098,0.434,0.432,0.416,NA,2.888,2.888
CKQ2202,13,WAY,Vaccinium,floribundum,T,C,1,1,3,20,NA,5,NA,0.062,0.246,0.258,0.29,NA,2.113,2.113
CBU6632,13,WAY,Rhynchospora,macrochaeta,T,C,1,2,3,57.2,62,NA,NA,0.366,0.732,0.282,0.22,NA,17.141000000000002,17.141000000000002
CKX4090,13,WAY,Vaccinium,floribundum,T,C,1,1,4,20,NA,5,NA,0.068,0.29,0.278,0.328,NA,2.3810000000000002,2.3810000000000002
AOQ4974,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,5,24.3,31.2,NA,NA,0.204,0.198,0.196,0.175,NA,9.254999999999999,9.254999999999999
CGH8872,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,4,24.3,31.2,NA,NA,0.227,0.177,0.186,0.113,NA,11.144,11.144
CKS7460,13,WAY,Rhynchospora,macrochaeta,T,C,1,2,2,57.2,62,NA,NA,0.368,0.195,0.182,0.212,NA,17.553,17.553
CGL9029,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,3,24.3,31.2,NA,NA,0.139,0.169,0.165,0.162,NA,7.87,7.87
CMO6578,13,WAY,Vaccinium,floribundum,T,C,5,4,2,24.7,NA,NA,NA,0.093,0.48,0.462,0.462,NA,2.621,2.621
CIL5643,13,WAY,Vaccinium,floribundum,T,C,5,4,1,24.7,NA,5,NA,0.108,0.459,0.489,0.437,NA,2.929,2.929
CLU1105,13,WAY,Vaccinium,floribundum,T,C,5,5,2,4,NA,NA,NA,0.044,0.22,0.186,0.242,NA,1.675,1.675
CLY7843,13,WAY,Vaccinium,floribundum,T,C,5,5,1,4,NA,5,NA,0.056,0.288,0.274,0.306,NA,2.093,2.093
CUB4618,14,TRE,Luzula,racemosa,T,BB,5,2,NA,5,13.1,NA,NA,0.083,0.207,0.227,0.202,NA,2.562,2.562
CAA3576,14,TRE,Lachemilla,orbiculata,T,C,2,2,4,4,NA,NA,NA,0.013,0.148,0.172,0.204,NA,0.58,0.58
CBE4301,14,TRE,Lachemilla,orbiculata,T,C,2,2,3,4,NA,NA,NA,0.015,0.147,0.185,0.197,NA,0.601,0.601
CBF5268,14,TRE,Lachemilla,orbiculata,T,C,2,2,2,4,NA,NA,NA,0.012,0.12,0.163,0.155,NA,0.497,0.497
CDL6900,14,TRE,Lachemilla,orbiculata,T,C,2,2,1,4,NA,NA,NA,0.022,0.158,0.181,0.205,NA,0.725,0.725
CUQ5101,14,TRE,Luzula,racemosa,T,BB,5,3,NA,2.5,6.9,NA,NA,0.052,0.168,0.157,0.166,NA,1.611,1.611
CUJ6908,14,TRE,Carex,pygmaea,T,BB,3,3,NA,6.6,9.8,2,NA,0.071,0.204,0.223,0.233,NA,3.866,3.866
CUN4446,14,TRE,Carex,pygmaea,T,BB,3,2,NA,3.8,5.7,3,NA,0.047,0.176,0.181,0.162,NA,2.5479999999999996,2.5479999999999996
CLA1009,14,TRE,Carex,pygmaea,T,BB,3,1,NA,7,11.1,NA,NA,0.06,0.171,0.19,0.2,NA,3.0500000000000003,3.0500000000000003
CQB2157,14,TRE,Halenia,umbellata,T,C,5,1,4,6.4,NA,NA,NA,0.035,0.145,0.155,0.164,NA,1.309,1.309
CPX6869,14,TRE,Halenia,umbellata,T,C,5,1,3,6.4,NA,NA,NA,0.014,0.135,0.127,0.124,NA,0.581,0.581
CPL3637,14,TRE,Halenia,umbellata,T,C,5,1,2,6.4,NA,NA,NA,0.017,0.169,0.151,0.152,NA,0.583,0.583
CMG6307,13,WAY,Vaccinium,floribundum,T,C,5,4,4,24.7,NA,5,NA,0.09,0.41,0.513,0.471,NA,2.582,2.582
CMC6508,13,WAY,Vaccinium,floribundum,T,C,5,4,5,24.7,NA,5,NA,0.105,0.446,0.434,0.439,NA,2.966,2.966
CLN4289,13,WAY,Vaccinium,floribundum,T,C,1,2,3,13,NA,5,NA,0.051,0.273,0.263,0.241,NA,1.916,1.916
CGX6443,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,3,30.5,31,NA,NA,0.212,0.175,0.157,0.128,NA,11.123,11.123
CNF3709,13,WAY,Rhynchospora,macrochaeta,T,C,5,3,5,37.3,48.5,NA,NA,0.106,0.185,0.171,0.182,NA,6.893,6.893
CHB6398,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,2,30.5,31,NA,NA,0.23,0.183,0.185,0.166,NA,12.579999999999998,12.579999999999998
CLZ5293,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,3,52,63,NA,NA,0.76,0.25,0.301,0.266,NA,33.687,33.687
ANH5850,13,WAY,Rhynchospora,macrochaeta,T,C,3,1,1,37.2,38.6,NA,NA,0.335,0.215,0.177,0.16,Plot_ID was 3-4,16.285,16.285
CKM6459,13,WAY,Vaccinium,floribundum,T,C,1,1,2,20,NA,5,NA,0.047,0.247,0.287,0.264,NA,1.776,1.776
ARX5668,14,TRE,Carex,pygmaea,T,BB,2,3,NA,4,4,3,NA,0.036,0.133,0.136,0.141,NA,2.0629999999999997,2.0629999999999997
CUO6998,14,TRE,Calamagrostis,tarmensis,T,BB,2,3,NA,45,48,NA,NA,0.059,0.257,0.278,0.278,NA,1.849,1.849
ARP4944,14,TRE,Carex,pygmaea,T,BB,2,1,NA,3.5,6,3,NA,0.041,0.145,0.154,0.137,NA,3.599,3.599
ART2867,14,TRE,Carex,pygmaea,T,BB,2,2,NA,4,3,3,NA,0.017,0.166,0.166,0.159,NA,1.4929999999999999,1.4929999999999999
CUG4348,14,TRE,Calamagrostis,tarmensis,T,BB,2,1,NA,53,55,NA,NA,0.095,0.336,0.313,0.294,NA,2.728,2.728
CUK8344,14,TRE,Calamagrostis,tarmensis,T,BB,2,2,NA,34,44,NA,NA,0.065,0.309,0.326,0.326,NA,2.432,2.432
CMM4524,14,WAY,Paspalum,bonplandianum,S,NA,NA,4,NA,NA,NA,NA,NA,0.369,0.116,0.124,0.124,2020-03-14-1102_WAY_PABO_4_AT,30.73,30.73
ARK5328,14,TRE,Festuca,dolichophylla,T,BB,4,2,NA,58,63,NA,NA,0.205,0.393,0.384,0.383,NA,7.473,7.473
ARO2359,14,TRE,Festuca,dolichophylla,T,BB,4,3,NA,55,58.5,NA,NA,0.395,0.389,0.413,0.499,NA,13.158999999999999,13.158999999999999
CYY9577,14,TRE,Calamagrostis,tri,T,BB,4,1,NA,12,15,3,NA,0.068,0.35,0.276,0.289,NA,1.665,1.665
CYQ3610,14,TRE,Calamagrostis,tri,T,BB,4,3,NA,18,23,3,NA,0.045,0.259,0.24,0.267,ID probably Y instead of Z,1.411,1.411
CZU0738,14,TRE,Calamagrostis,tri,T,BB,4,2,NA,15.5,15.5,3,NA,0.075,0.369,0.337,0.32,ID probably Y instead of Z,NA,NA
ANA7404,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,3,63.5,64.5,NA,NA,0.298,0.154,0.157,0.188,NA,9.941,9.941
ANI7964,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,5,63.5,64.5,NA,NA,0.155,0.316,0.309,0.308,NA,5.379,5.379
AQY7348,14,TRE,Calamagrostis,tarmensis,T,BB,4,2,NA,30,40,NA,NA,0.063,0.244,0.265,0.265,NA,2.2350000000000003,2.2350000000000003
CQC2026,14,TRE,Carex,bonplandii,T,BB,2,2,1,6,8.5,NA,NA,0.008,0.13,0.16,0.186,NA,0.505,0.505
CPF3426,14,TRE,Carex,bonplandii,T,BB,2,3,4,4,9.5,NA,NA,0.009,0.13,0.149,0.152,NA,0.275,0.275
CEZ2930,13,WAY,Rhynchospora,macrochaeta,T,C,3,2,3,59,70,NA,NA,0.414,0.194,0.204,0.206,NA,15.701,15.701
COU5148,14,TRE,Carex,bonplandii,T,BB,2,1,4,3,6,NA,NA,0.012,0.256,0.244,0.213,"Leaf rolled, double leaf area",0.398,0.398
COQ5851,14,TRE,Carex,bonplandii,T,BB,2,1,3,3,6,NA,NA,0.012,0.249,0.279,0.231,NA,0.649,0.649
COM1496,14,TRE,Carex,bonplandii,T,BB,2,1,2,3,6,NA,NA,0.012,0.172,0.243,0.241,"Leaf rolled, double leaf area",0.306,0.306
CPN1403,14,TRE,Carex,bonplandii,T,BB,2,3,5,4,9.5,NA,NA,0.011,0.143,0.162,0.201,NA,0.34900000000000003,0.34900000000000003
CPV6807,14,TRE,Carex,bonplandii,T,BB,2,3,3,4,9.5,NA,NA,0.013,0.248,0.244,0.205,NA,0.539,0.539
CPY2173,14,TRE,Carex,bonplandii,T,BB,2,3,1,4,9.5,NA,NA,0.021,0.258,0.252,0.293,"Leaf rolled, double leaf area",0.6900000000000001,0.6900000000000001
CPU2237,14,TRE,Halenia,umbellata,T,C,5,2,2,7,NA,NA,NA,0.062,0.212,0.192,0.188,NA,2.304,2.304
CRU8285,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,1,36,54.5,NA,NA,0.557,0.349,0.347,0.347,NA,15.077,15.077
CON1085,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,3,36,54.5,NA,NA,0.757,0.261,0.273,0.263,NA,21.606,21.606
COR5632,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,2,36,54.5,NA,NA,0.722,0.31,0.303,0.318,NA,20.14,20.14
CXO1618,14,TRE,Rhynchospora,macrochaeta,T,C,5,1,3,74.6,65.6,NA,NA,0.137,0.222,0.222,0.172,NA,4.579,4.579
CUA1581,15,TRE,Festuca,dolichophylla,T,C,2,2,NA,113,135.4,NA,NA,0.745,0.524,0.532,0.52,NA,18.8,18.8
CVR2026,15,ACJ,Rhynchospora,macrochaeta,T,BB,3,3,NA,23.2,29.3,NA,NA,0.175,0.293,0.36,0.253,NA,7.586,7.586
CVL7949,15,TRE,Trichophorum,rigidum,T,C,2,2,NA,43.6,57.2,2,NA,0.187,0.711,0.709,0.657,NA,4.431,4.431
CZK1388,15,TRE,Festuca,dolichophylla,T,C,2,1,1,48.3,49,NA,NA,0.258,0.724,0.688,0.718,NA,9.512,9.512
CUM5583,15,TRE,Carex,bonplandii,T,C,2,1,NA,21.8,32.6,NA,NA,0.159,0.207,0.199,0.201,NA,9.593,9.593
CVB3468,15,TRE,Calamagrostis,tarmensis,T,C,2,3,NA,63.9,67.7,NA,NA,0.234,0.583,0.567,0.564,NA,3.697,3.697
CUE7662,15,TRE,Festuca,dolichophylla,T,C,2,3,NA,33.7,85.5,NA,NA,0.587,0.387,0.41,0.437,NA,15.512,15.512
CVF3211,15,ACJ,Rhynchospora,macrochaeta,T,BB,3,1,NA,44.5,26.5,NA,NA,0.347,0.262,0.28,0.283,NA,13.874,13.874
CBH3432,13,WAY,Paspalum,bonplandianum,T,C,2,2,3,12,12.5,NA,NA,0.047,0.3,0.153,0.16,NA,4.389,4.389
AOG8957,13,WAY,Lachemilla,orbiculata,T,C,4,1,4,9,NA,NA,NA,0.029,0.18,0.362,0.374,Leaf thickness: the leaf is folded and difficult to measure,0.745,0.745
CEI0308,13,WAY,Halenia,umbellata,T,C,1,1,2,12,NA,NA,NA,0.071,0.136,0.177,0.18,NA,2.527,2.527
CAB6676,13,WAY,Gaultheria,glomerata,T,C,2,1,2,13,NA,NA,NA,0.219,0.486,0.47,0.471,NA,5.184,5.184
BZU2725,13,WAY,Lachemilla,orbiculata,T,C,4,2,2,3.7,NA,NA,NA,0.075,0.155,0.188,0.153,NA,2.5109999999999997,2.5109999999999997
CBB7539,13,WAY,Paspalum,bonplandianum,T,C,1,1,4,10,11.5,NA,NA,0.027,0.076,0.074,0.084,NA,2.632,2.632
CBK5499,13,WAY,Paspalum,bonplandianum,T,C,1,1,3,10,11.5,NA,NA,0.021,0.082,0.082,0.083,NA,2.03,2.03
CBD3435,13,WAY,Paspalum,bonplandianum,T,C,3,1,2,16,15,NA,NA,0.061,0.082,0.098,0.105,Brown tips,4.773,4.773
BZR3802,13,WAY,Paspalum,bonplandianum,T,C,3,1,5,16,15,NA,NA,0.072,0.09,0.102,0.097,NA,5.7589999999999995,5.7589999999999995
ANY4201,13,WAY,Lachemilla,orbiculata,T,C,4,1,2,9,NA,NA,NA,0.104,0.216,0.215,0.201,NA,3.258,3.258
CAC7533,13,WAY,Gaultheria,glomerata,T,C,2,1,3,13,NA,NA,NA,0.097,0.368,0.361,0.356,NA,3.245,3.245
BZX6121,13,WAY,Gaultheria,glomerata,T,C,2,1,1,13,NA,NA,NA,0.118,0.367,0.377,0.366,NA,3.774,3.774
CBG6624,13,WAY,Paspalum,bonplandianum,T,C,3,1,1,16,15,NA,NA,0.065,0.101,0.099,0.103,Brown tip,4.857,4.857
BYT6687,13,WAY,Halenia,umbellata,T,C,2,3,5,8,NA,NA,NA,0.025,0.171,0.167,0.152,NA,1.083,1.083
CAM2696,13,WAY,Lachemilla,orbiculata,T,C,3,1,4,2.8,NA,NA,NA,0.049,0.168,0.175,0.193,NA,1.659,1.659
CAK1264,13,WAY,Lachemilla,orbiculata,T,C,3,1,3,2.8,NA,NA,NA,0.068,0.242,0.284,0.258,NA,2.047,2.047
CAP2035,13,WAY,Lachemilla,orbiculata,T,C,3,1,5,2.8,NA,NA,NA,0.073,0.236,0.23,0.154,NA,2.1069999999999998,2.1069999999999998
BYF6086,13,WAY,Halenia,umbellata,T,C,5,1,5,20,NA,NA,NA,0.05,0.176,0.176,0.166,NA,2.1870000000000003,2.1870000000000003
BYX7069,13,WAY,Halenia,umbellata,T,C,5,1,4,20,NA,NA,NA,0.052,0.187,0.19,0.141,NA,2.0639999999999996,2.0639999999999996
BYD4418,13,WAY,Halenia,umbellata,T,C,5,1,2,20,NA,NA,NA,0.045,0.222,0.211,0.195,NA,1.934,1.934
CCN4679,13,WAY,Halenia,umbellata,T,C,4,2,3,11.5,NA,NA,NA,0.028,0.209,0.19,0.177,Leaf is uncharacteristically spotty,1.562,1.562
BYC0095,13,WAY,Halenia,umbellata,T,C,5,1,1,20,NA,NA,NA,0.035,0.178,0.17,0.151,NA,1.869,1.869
CAO8524,13,WAY,Lachemilla,orbiculata,T,C,2,1,5,5.1,NA,NA,NA,0.131,0.23,0.231,0.225,NA,3.4450000000000003,3.4450000000000003
CBR2154,13,WAY,Halenia,umbellata,T,C,5,2,5,8.5,NA,NA,NA,0.038,0.153,0.157,0.173,Small bite damage,1.743,1.743
CDD1775,13,WAY,Halenia,umbellata,T,C,5,2,3,8.5,NA,NA,NA,0.038,0.176,0.153,0.16,NA,1.873,1.873
CCZ6387,13,WAY,Halenia,umbellata,T,C,5,2,4,8.5,NA,NA,NA,0.049,0.187,0.19,0.175,NA,2.159,2.159
CDH1159,13,WAY,Halenia,umbellata,T,C,5,2,2,8.5,NA,NA,NA,0.047,0.194,0.198,0.194,NA,1.729,1.729
CDZ4679,13,WAY,Halenia,umbellata,T,C,3,1,2,22,NA,NA,NA,0.06,0.226,0.231,0.213,NA,2.028,2.028
APV6509,13,WAY,Gaultheria,glomerata,T,C,4,1,2,10.8,NA,NA,NA,0.016,0.194,0.193,0.193,NA,0.77,0.77
AMY4078,13,WAY,Gaultheria,glomerata,T,C,4,1,4,10.8,NA,NA,NA,0.02,0.245,0.246,0.249,NA,1.055,1.055
APR2616,13,WAY,Gaultheria,glomerata,T,C,4,1,3,10.8,NA,NA,NA,0.044,0.359,0.365,0.373,NA,1.639,1.639
ANC4641,13,WAY,Gaultheria,glomerata,T,C,4,1,5,10.8,NA,NA,NA,0.024,0.284,0.282,0.299,NA,0.994,0.994
CAX0310,13,WAY,Hypericum,andinum,T,C,1,1,NA,16.5,NA,NA,10,0.02,0.022,0.043,0.056,NA,1.393,1.393
ANO0763,13,WAY,Gaultheria,glomerata,T,C,4,2,3,12.6,NA,NA,NA,0.042,0.365,0.371,0.364,NA,1.449,1.449
ANS5168,13,WAY,Gaultheria,glomerata,T,C,4,2,5,12.6,NA,NA,NA,0.045,0.35,0.336,0.339,NA,1.656,1.656
AOA7789,13,WAY,Gaultheria,glomerata,T,C,4,2,2,12.6,NA,NA,NA,0.029,0.306,0.301,0.333,NA,1.087,1.087
ANG3568,13,WAY,Gaultheria,glomerata,T,C,4,2,1,12.6,NA,NA,NA,0.063,0.346,0.353,0.346,NA,2.023,2.023
ANK0018,13,WAY,Gaultheria,glomerata,T,C,4,2,4,12.6,NA,NA,NA,0.055,0.342,0.37,0.349,"originally labelled leaf 3, but that was already present",1.743,1.743
CDW0498,13,WAY,Lachemilla,orbiculata,T,C,5,1,1,5,NA,NA,NA,0.034,0.104,0.215,0.182,NA,1.349,1.349
BZS3165,13,WAY,Lachemilla,orbiculata,T,C,4,1,5,9,NA,NA,NA,0.038,0.122,0.306,0.139,NA,1.479,1.479
BZZ0114,13,WAY,Paspalum,bonplandianum,T,C,3,1,3,16,15,NA,NA,0.067,0.12,0.088,0.125,NA,4.998,4.998
BXC7384,12,QUE,Calamagrostis,beauty,T,BB,1,5,NA,12.9,NA,5,NA,0.058,0.147,0.151,0.182,rolled,3.134,3.134
BZY2092,13,WAY,Paspalum,bonplandianum,T,C,3,1,4,16,15,NA,NA,0.058,0.061,0.066,0.095,NA,4.485,4.485
CBN2433,13,WAY,Paspalum,bonplandianum,T,C,2,2,4,12,12.5,NA,NA,0.05,0.107,0.099,0.082,NA,NA,NA
CGJ2703,13,WAY,Paspalum,bonplandianum,T,C,5,3,3,9,NA,NA,NA,0.045,0.127,0.128,0.107,NA,3.029,3.029
BZT2755,13,WAY,Lachemilla,orbiculata,T,C,4,2,1,3.7,NA,NA,NA,0.054,0.196,0.231,0.171,NA,1.875,1.875
AJI9956,13,WAY,Halenia,umbellata,T,C,3,1,4,22,NA,NA,NA,0.058,0.255,0.252,0.217,NA,2.038,2.038
BYE5193,13,WAY,Halenia,umbellata,T,C,5,1,3,20,NA,NA,NA,0.037,0.182,0.159,0.151,NA,1.8699999999999999,1.8699999999999999
BWF2319,12,QUE,Calamagrostis,rigida,T,BB,1,1,NA,17.8,NA,NA,NA,0.03,0.232,0.214,0.236,NA,0.717,0.717
BVI6248,12,QUE,Calamagrostis,beauty,T,BB,5,1,NA,13,NA,5,NA,0.099,0.345,0.341,0.363,NA,2.592,2.592
BWS7242,12,QUE,Luzula,racemosa,T,BB,4,1,NA,5.7,NA,NA,NA,0.055,0.213,0.207,0.213,NA,2.3369999999999997,2.3369999999999997
AWT5017,12,ACJ,Pernettya,prostrata,T,C,4,1,NA,27,NA,5,NA,0.087,0.429,0.266,0.416,NA,2.54,2.54
AXP2627,12,QUE,Vaccinium,floribundum,T,BB,2,1,NA,1.1,NA,5,NA,0.027,0.347,0.326,0.296,NA,0.971,0.971
AFC7174,12,QUE,Oreomyrhys,andicola,T,BB,1,1,5,3,NA,NA,NA,0.166,0.161,0.165,0.115,NA,3.656,3.656
BWN6157,12,QUE,Calamagrostis,rigida,T,BB,5,3,NA,15,NA,NA,NA,0.011,0.198,0.188,0.185,NA,0.331,0.331
CAW9605,13,WAY,Lachemilla,orbiculata,T,C,1,2,2,3.7,NA,NA,NA,0.165,0.242,0.228,0.24,This leaf is sub par - multiple holes and patchiness,4.383,4.383
BWP6443,13,WAY,Paspalum,bonplandianum,T,C,4,2,3,6.5,8,NA,NA,0.036,0.12,0.113,0.113,NA,2.954,2.954
BXP2397,12,QUE,Carex,pichinchensis,T,BB,4,2,NA,7,NA,NA,NA,0.082,0.233,0.23,0.212,NA,3.47,3.47
BVW8046,12,QUE,Calamagrostis,7,T,BB,4,3,NA,7,NA,5,NA,0.025,0.239,0.213,0.202,NA,1.011,1.011
AIW2607,12,QUE,Oreomyrhys,andicola,T,BB,1,1,1,5.1,NA,NA,NA,0.231,0.216,0.187,0.218,it is in pieces,7.811,7.811
AFB7921,12,QUE,Oreomyrhys,andicola,T,BB,1,1,4,3,NA,NA,NA,0.092,0.24,0.213,0.233,NA,1.598,1.598
AFM5707,12,QUE,Agrostis,trichodes,T,BB,2,3,NA,5,NA,9,NA,0.004,0.14,0.164,0.152,NA,0.958,0.958
BXK3244,12,QUE,Calamagrostis,tarmensis,T,BB,4,2,NA,15,NA,5,NA,0.155,0.353,0.386,0.367,"rolled leaf, double leaf area",4.041,4.041
AYV2757,12,QUE,Vaccinium,floribundum,T,BB,1,4,NA,2.3,NA,5,NA,0.072,0.239,0.311,0.322,NA,2.364,2.364
CCW1533,12,QUE,Calamagrostis,rigida,T,BB,4,3,NA,23,NA,NA,NA,0.038,0.295,0.266,0.28,NA,1.0259999999999998,1.0259999999999998
AXV7545,12,QUE,Vaccinium,floribundum,T,BB,1,3,NA,1.4,NA,5,NA,0.078,0.334,0.34,0.316,NA,2.347,2.347
BZK5513,12,QUE,Agrostis,foliata,T,BB,3,3,NA,9,NA,10,NA,0.094,0.183,0.281,0.208,NA,3.562,3.562
CGD1629,12,QUE,Calamagrostis,rigida,T,BB,4,2,NA,23,NA,NA,NA,0.03,0.31,0.306,0.311,NA,0.742,0.742
CBA3110,13,WAY,Paspalum,bonplandianum,T,C,4,2,1,6.5,8,NA,NA,0.035,0.102,0.099,0.11,NA,2.85,2.85
AYT0814,12,QUE,Vaccinium,floribundum,T,BB,5,2,NA,3.3,NA,5,NA,0.056,0.293,0.321,0.274,NA,1.722,1.722
AYK3180,12,QUE,Vaccinium,floribundum,T,BB,5,3,NA,1.8,NA,NA,NA,0.099,0.223,0.31,0.295,NA,3.302,3.302
AXU3669,12,QUE,Vaccinium,floribundum,T,BB,1,2,NA,1.4,NA,5,NA,0.061,0.264,0.344,0.331,NA,1.772,1.772
