ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2,nLeafScan
CZM3353,14,TRE,Carex,pygmaea,T,BB,5,2,NA,6.3,9.1,2,NA,19,189,185,0.17,NA,1.914,2
CFS9609,14,TRE,Paspalum,bonplandianum,T,C,2,1,2,3.6,6.7,2,NA,59,323,262,122,NA,4.508,2
CKI3723,13,WAY,Vaccinium,floribundum,T,C,1,1,1,20,NA,5,NA,63,335,302,303,NA,23.609.999.999.999.900,5
CKV1272,13,WAY,Rhynchospora,macrochaeta,T,C,5,3,2,37.3,48.5,5,NA,295,154,216,221,NA,16.628,5
CHN9315,13,WAY,Vaccinium,floribundum,T,C,5,3,2,15.5,NA,5,NA,104,317,343,313,NA,32.849.999.999.999.900,5
CCH3517,13,WAY,Gaultheria,glomerata,T,C,1,2,3,19,NA,1,NA,152,498,501,497,NA,3.054,1
CIX6883,14,TRE,Gaultheria,glomerata,T,C,4,1,1,14,NA,2,NA,96,0.38,389,0.38,NA,3.194,2
CNS1834,14,TRE,Vaccinium,floribundum,T,C,3,1,3,11,NA,5,NA,65,299,0.31,312,NA,22.039.999.999.999.900,7
CHM7527,14,TRE,Gaultheria,glomerata,T,C,4,1,2,14,NA,6,NA,0.1,0.3,322,338,NA,6.668,6
CNE2957,14,TRE,Halenia,umbellata,T,C,2,1,5,7,NA,1,NA,0.03,164,122,154,NA,973,1
CNY7719,14,TRE,Gaultheria,glomerata,T,C,4,1,2,11,NA,2,NA,152,479,469,515,NA,3.706,2
CWU4940,14,TRE,Rhynchospora,macrochaeta,T,C,5,1,4,74.6,65.6,4,NA,703,296,293,0.29,NA,26.922,4
CNA9373,14,TRE,Halenia,umbellata,T,C,2,2,6,7,NA,1,NA,32,129,135,174,NA,1.187,1
CNW9172,14,TRE,Vaccinium,floribundum,T,C,3,1,1,7,NA,5,NA,54,323,347,329,NA,1.656,7
CKC2790,14,TRE,Vaccinium,floribundum,T,C,3,2,2,7,NA,5,NA,21,302,292,206,NA,0.91,6
CJH5793,14,TRE,Vaccinium,floribundum,T,C,3,2,1,7,NA,5,NA,37,309,312,319,NA,1.411,6
AMZ0187,14,WAY,Rhynchospora,macrochaeta,T,C,4,1,1,24.3,31.2,2,NA,287,165,131,153,NA,13.481.000.000.000.000,2
CKO5782,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,1,30.5,31,2,NA,182,169,175,168,Slightly browned tip,9.899,2
CLR7350,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,1,52,63,3,NA,612,283,227,259,NA,25.374,3
CGT6536,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,4,30.5,31,1,NA,209,172,167,118,0.5 cm long brown splotch\,11.12,1
CGK0647,13,WAY,Rhynchospora,macrochaeta,T,C,3,1,2,37.2,38.6,3,NA,308,169,188,0.15,plot ID 3-4,14.185,3
CGP0623,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,5,30.5,31,2,NA,158,198,192,183,"4.5 cm browned tip, small brown blotches",8.944,2
CLV6461,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,2,52,63,3,NA,736,259,279,235,NA,32.299,3
CLJ4763,13,WAY,Vaccinium,floribundum,T,C,1,2,2,13,NA,5,NA,47,246,227,208,NA,2.093,5
CLF1031,13,WAY,Vaccinium,floribundum,T,C,1,2,1,13,NA,5,NA,37,325,289,303,NA,1.525,5
CJN4110,13,WAY,Vaccinium,floribundum,T,C,1,2,4,1.3,NA,5,NA,99,329,236,198,NA,1.732,6
CIH3634,13,WAY,Vaccinium,floribundum,T,C,1,2,5,13,NA,5,NA,36,0.35,264,363,NA,1.507,6
CWE5051,14,TRE,Carex,pichinchensis,T,BB,3,3,NA,12,40,2,NA,59,113,129,175,NA,2.114,2
CWI8054,14,TRE,Carex,pichinchensis,T,BB,3,2,NA,19.2,9.6,4,NA,165,0.15,148,0.22,NA,5.427,4
CQG2496,14,TRE,Lachemilla,orbiculata,T,C,2,1,1,2,NA,2,NA,97,196,184,171,NA,1.188,2
CVI5537,14,TRE,Calamagrostis,tarmensis,T,BB,5,1,NA,30,41,2,NA,29,258,245,261,NA,1.171,2
CXZ5136,14,TRE,Lachemilla,vulcanica,T,BB,4,1,NA,1.8,NA,5,NA,5,102,117,144,NA,713,5
CZH2438,14,TRE,Lachemilla,vulcanica,T,BB,4,2,NA,1.5,NA,5,NA,25,137,124,183,NA,14.829.999.999.999.900,6
CUR1539,14,TRE,Carex,pygmaea,T,BB,2,1,NA,5.5,6.6,1,NA,22,159,164,166,NA,1.772,1
CPD5422,14,TRE,Carex,pygmaea,T,BB,2,2,NA,5.6,6.3,1,NA,17,152,132,0.12,NA,1.674,1
CZD8614,14,TRE,Lachemilla,vulcanica,T,BB,4,3,NA,1.1,NA,5,NA,25,131,0.12,123,NA,1.674,6
COY3821,14,TRE,Lachemilla,orbiculata,T,C,2,2,5,4,NA,2,NA,0.02,226,241,203,NA,727,2
CMK8669,13,TRE,Vaccinium,floribundum,T,C,5,4,3,24.3,NA,5,NA,0.12,486,0.53,479,NA,3.386,5
CJE4652,14,TRE,Paspalum,bonplandianum,T,C,5,2,3,14.5,17,1,NA,117,81,108,0.1,NA,2.806,1
CJI2624,14,TRE,Paspalum,bonplandianum,T,C,5,2,4,14.5,17,1,NA,0.07,92,96,93,NA,2.698,1
CJM5919,14,TRE,Paspalum,bonplandianum,T,C,5,2,5,14.5,17,1,NA,0.08,94,89,94,NA,2.328,1
CSM9193,14,TRE,Paspalum,bonplandianum,T,C,4,2,1,9,NA,1,NA,53,84,73,79,NA,2.198,1
COX9217,14,TRE,Lachemilla,orbiculata,T,C,2,1,2,2,NA,2,NA,0.07,194,0.25,217,NA,1.664,2
APK5845,14,TRE,Lachemilla,orbiculata,T,C,2,1,3,2,NA,4,NA,0.05,214,208,209,NA,1.735,4
APG4938,14,TRE,Lachemilla,orbiculata,T,C,2,1,4,2,NA,4,NA,0.05,186,209,185,NA,988,4
APC3482,14,TRE,Lachemilla,orbiculata,T,C,2,1,5,2,NA,2,NA,62,197,226,209,NA,1.804,2
CLB3392,13,WAY,Vaccinium,floribundum,T,C,1,1,5,20,NA,5,NA,52,341,306,348,NA,19.889.999.999.999.900,5
ARC4128,14,TRE,Calamagrostis,tarmensis,T,BB,4,3,NA,33,35,2,NA,58,274,304,275,NA,1.471,2
ARG1592,14,TRE,Festuca,dolichophylla,T,BB,4,1,NA,57,60,2,NA,157,485,0.5,532,NA,4.006,2
CWA4176,14,TRE,Calamagrostis,tarmensis,T,BB,3,1,NA,46,50,5,NA,39,251,272,229,leaves rolled,1.018,5
CUF0423,14,TRE,Luzula,racemosa,T,BB,5,1,NA,5,12.4,3,NA,61,0.21,207,198,NA,14.120.000.000.000.000,3
CER9449,13,WAY,Rhynchospora,macrochaeta,T,C,3,2,5,39,70,8,NA,476,195,203,202,NA,18.085,8
CEV2271,13,WAY,Rhynchospora,macrochaeta,T,C,3,2,4,59,70,1,NA,292,0.24,214,0.23,NA,10.563,5
CHZ3616,13,WAY,Vaccinium,floribundum,T,C,5,3,5,15.5,NA,4,NA,83,366,401,341,NA,2.627,5
CIE3881,13,WAY,Vaccinium,floribundum,T,C,4,1,2,33.7,NA,5,NA,126,512,522,537,NA,3.384,6
CII2067,13,WAY,Vaccinium,floribundum,T,C,4,1,3,33.7,NA,5,NA,142,506,489,523,NA,3.765,6
CIM6433,13,WAY,Vaccinium,floribundum,T,C,4,1,4,33.7,NA,5,NA,0.14,524,491,513,NA,35.949.999.999.999.900,6
CIQ6394,13,WAY,Vaccinium,floribundum,T,C,4,1,5,33.7,NA,5,NA,98,524,524,505,only 4 leaves at scanning station,2.586,5
CID2799,13,WAY,Vaccinium,floribundum,T,C,4,1,1,33.7,NA,5,NA,141,531,477,543,NA,3.623,7
CDI1294,13,WAY,Gaultheria,glomerata,T,C,5,2,5,7,NA,1,NA,21,273,252,276,NA,1,3
CLE3621,14,TRE,Pernettya,prostrata,T,BB,2,3,NA,1.5,NA,5,NA,139,367,0.3,334,NA,38.850.000.000.000.000,6
CJV5222,14,TRE,Vaccinium,floribundum,T,C,3,1,1,11,NA,5,NA,45,305,197,294,some leaves look unhealthy,2.011,6
ANE0486,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,4,63.5,64.5,1,NA,0.38,191,213,199,NA,10.965,6
AON1951,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,1,63.5,64.5,1,NA,325,131,117,138,NA,12.208,11
AOR3155,13,WAY,Rhynchospora,macrochaeta,T,C,3,3,2,63.2,64.5,1,NA,352,143,148,164,NA,11.494,9
CWQ8410,14,TRE,Rhynchospora,macrochaeta,T,C,5,1,5,74.6,65.6,5,NA,645,259,273,272,NA,20.672,5
CPI6010,14,TRE,Halenia,umbellata,T,C,5,2,5,7,NA,1,NA,52,155,176,0.26,NA,1.811,1
CLQ5022,14,TRE,Agrostis,foliata,T,BB,2,2,NA,44.9,46.8,1,NA,27,127,0.13,142,NA,2.354,1
CJR5543,14,TRE,Agrostis,foliata,T,BB,2,3,NA,39,41.9,1,NA,36,111,112,145,NA,1.726,1
AQU0802,14,TRE,Calamagrostis,tarmensis,T,BB,4,1,NA,55,57,2,NA,72,343,363,402,NA,1.989,2
BZH3536,13,WAY,Lachemilla,orbiculata,T,C,2,1,3,5.7,NA,1,NA,113,178,181,172,NA,3.172,1
CPE1441,14,TRE,Carex,bonplandii,T,BB,2,2,4,6,8.5,1,NA,11,157,161,156,NA,654,1
CPA3170,14,TRE,Carex,bonplandii,T,BB,2,2,3,6,8.5,1,NA,22,203,207,212,Leaf rolled,831,1
COP6603,14,TRE,Carex,bonplandii,T,BB,2,2,2,6,8.5,1,NA,12,104,95,72,NA,873,1
ANL5301,13,WAY,Rhynchospora,macrochaeta,T,C,3,2,1,59,70,8,NA,508,0.23,245,241,NA,18.232,8
CFD9330,13,WAY,Rhynchospora,macrochaeta,T,C,3,2,2,59,70,6,NA,415,241,239,247,NA,14.739,6
CNJ3165,14,TRE,Rhynchospora,macrochaeta,T,C,5,2,5,34.2,38.1,4,NA,169,189,198,188,NA,5.894,4
CKB3830,14,TRE,Rhynchospora,macrochaeta,T,C,5,2,4,34.2,38.1,7,NA,211,225,226,206,NA,6.029,7
CJX5362,14,TRE,Rhynchospora,macrochaeta,T,C,5,2,3,34.2,38.1,3,NA,112,233,213,237,NA,3.302,3
CJT3535,14,TRE,Rhynchospora,macrochaeta,T,C,5,2,2,34.1,38.1,5,NA,295,262,255,271,NA,9.118,5
CJP1733,14,TRE,Rhynchospora,macrochaeta,T,C,5,2,1,34.2,38.1,3,NA,291,207,207,214,NA,9.766,3
CPC4082,14,TRE,Rhynchospora,macrochaeta,T,BB,2,1,5,3,6,2,NA,8,139,154,137,NA,495,2
COS0990,14,TRE,Halenia,umbellata,T,C,5,2,1,7,NA,3,NA,68,134,0.14,134,NA,2.14,3
CPR0756,14,TRE,Carex,bonplandii,T,BB,2,3,2,4,9.5,2,NA,18,247,243,255,leaf rolled,609,2
CQF6838,14,TRE,Halenia,umbellata,T,C,5,1,5,6.4,NA,1,NA,33,118,108,102,NA,909,1
CNR1954,14,TRE,Carex,bonplandii,T,BB,2,1,7,3,6,1,NA,11,136,0.13,118,NA,473,1
COT7134,14,TRE,Carex,bonplandii,T,BB,2,2,5,6,8.5,1,NA,19,0.14,134,143,NA,1.053,1
CXG8610,14,TRE,Rhynchospora,macrochaeta,T,C,5,1,2,74.6,65.6,8,NA,325,266,0.27,272,NA,9.321,8
CQE0962,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,5,36,54.5,4,NA,324,321,317,0.32,NA,11.472,4
COZ3128,14,TRE,Rhynchospora,macrochaeta,T,C,3,2,4,36,54.5,4,NA,528,301,301,297,NA,16.901,4
CUI3904,14,TRE,Carex,pygmaea,T,BB,5,1,NA,5,7.3,2,NA,17,138,144,152,NA,2.16,2
CQY0464,14,TRE,Lachemilla,vulcanica,T,BB,3,2,NA,1.4,NA,3,NA,NA,82,95,49,leaf too small for dry weight,364,3
CRC9080,14,TRE,Lachemilla,vulcanica,T,BB,3,3,NA,1.5,NA,3,NA,NA,133,112,162,leaf too small for dry weight,371,3
CPQ6887,14,TRE,Halenia,umbellata,T,C,5,2,3,7,NA,1,NA,58,167,121,105,NA,1.636,1
CPM4170,14,TRE,Halenia,umbellata,T,C,5,2,4,7,NA,1,NA,0.08,199,207,199,NA,3.326,1
CUV6621,14,TRE,Agrostis,foliata,T,BB,2,1,NA,40.3,46.7,1,NA,27,113,117,121,NA,2.904,1
CPT8581,14,TRE,Rhynchospora,macrochaeta,T,BB,2,3,NA,15,22,2,NA,0.12,202,201,204,NA,4.397,2
COW5378,14,TRE,Rhynchospora,macrochaeta,T,BB,2,2,NA,40.3,44,5,NA,277,0.24,232,0.23,NA,11.371,5
COO4438,14,TRE,Rhynchospora,macrochaeta,T,BB,2,1,NA,43.4,45.4,4,NA,174,202,198,208,NA,7.221,4
CUP9162,15,TRE,Festuca,dolichophylla,T,C,2,1,5,48.3,49,6,NA,231,0.63,565,627,leaves rolled,3.372,6
CUX1680,15,TRE,Calamagrostis,tarmensis,T,C,2,2,NA,56.4,62.8,4,NA,244,601,623,611,leaves rolled,2.154,4
CUT0863,15,TRE,Calamagrostis,tarmensis,T,C,2,1,NA,65.9,68.7,4,NA,119,0.42,396,0.43,leaves rolled,2.239,4
CUD5927,15,TRE,Festuca,dolichophylla,T,C,2,1,2,48.3,49,3,NA,297,666,756,421,NA,7.529,3
CUH7312,15,TRE,Festuca,dolichophylla,T,C,2,1,3,48.3,49,3,NA,193,662,592,568,NA,6.061,3
CUL0680,15,TRE,Festuca,dolichophylla,T,C,2,1,4,48.3,49,5,NA,259,399,386,394,NA,9.779,5
CVO2969,15,TRE,Carex,pichinchensis,T,C,4,3,NA,34.7,40.6,2,NA,612,284,287,277,NA,26.927,2
CUY2979,15,TRE,Trichophorum,rigidum,T,C,2,1,NA,35.4,36.3,2,NA,194,747,762,758,One leaf may be immature,3.896,2
CVN2625,15,ACJ,Rhynchospora,macrochaeta,T,BB,3,2,NA,16.7,18,1,NA,115,205,206,215,NA,5.208,1
CVK3948,15,TRE,Carex,pichinchensis,T,C,4,2,NA,42.1,44.3,2,NA,658,386,257,335,NA,27.305,2
BLR4957,15,ACJ,Calamagrostis,tarmensis,T,BB,1,1,NA,71.2,71.4,2,NA,195,424,447,436,Listed as B but is definitely BB (Tasha-Leigh double checked with Paul),37.729.999.999.999.900,2
CVS7098,15,TRE,Hypericum,andinum,T,C,1,1,NA,15,NA,51,NA,47,136,124,56,NA,2.769,51
BLT2632,15,ACJ,Carex,pygmaea,T,BB,1,3,NA,9.2,8.9,1,NA,45,179,171,162,NA,3.431,1
BMD6247,15,ACJ,Jamesonia,alstonii,T,BB,3,2,NA,16,NA,1,NA,356,326,0.38,295,NA,5.528,1
BLZ3972,15,ACJ,Jamesonia,alstonii,T,BB,3,1,NA,28,NA,1,NA,364,269,248,279,NA,9.765,1
CQO2978,15,ACJ,Cortaderia,bifida,T,BB,3,3,NA,52.5,61.1,3,NA,797,332,323,255,NA,26.83,3
BMH7406,15,ACJ,Jamesonia,alstonii,T,BB,3,3,NA,30,NA,1,NA,273,317,331,0.26,NA,4.294,1
BNH7967,15,ACJ,Cortaderia,bifida,T,BB,3,2,NA,41.2,61.5,2,NA,0.54,297,345,0.34,NA,18.616,2
BMP6395,15,ACJ,Carex,pichinchensis,T,BB,NA,1,NA,27,43,1,NA,0.52,287,339,0.23,plot number missing?,22.598,1
BLX3749,15,ACJ,Festuca,dolichophylla,T,BB,3,1,NA,55.2,56,2,NA,373,366,317,388,NA,11.506,2
BMV1563,15,ACJ,Cortaderia,bifida,T,BB,3,1,NA,38.1,41,2,NA,401,0.27,275,252,NA,14.939,2
BMB2000,15,ACJ,Festuca,dolichophylla,T,BB,3,2,NA,55,50.9,2,NA,401,448,501,499,NA,10.939,2
BML1189,15,ACJ,Calamagrostis,tarmensis,T,BB,1,3,NA,59.4,54.2,1,NA,83,367,352,366,Listed as B but is definitely BB (Tasha-Leigh double checked with Paul),2.241,1
BLP6539,15,ACJ,Carex,pygmaea,T,BB,1,2,NA,7.2,9.5,1,NA,53,202,213,223,NA,2.982,1
BLD0780,15,TRE,Calamagrostis,tarmensis,T,C,4,2,NA,65.2,71.5,7,NA,461,516,552,0.56,Leaf rolled,6.593,7
CRR7484,15,TRE,Trichophorum,rigidum,T,C,2,2,NA,38.1,51,4,NA,209,0.76,652,662,NA,3.507,4
CRE5297,15,ACJ,Cortaderia,bifida,T,BB,1,3,NA,52.6,77.5,11,NA,1.039,324,321,0.32,NA,71.241,11
BLJ4935,15,TRE,Carex,pygmaea,T,C,4,2,NA,6.1,6.5,1,NA,16,128,122,106,NA,1.045,1
BLF4528,15,TRE,Carex,pygmaea,T,C,4,1,NA,4.8,9.1,1,NA,0.03,198,195,182,NA,1.843,1
CVT0461,15,TRE,Hypericum,andinum,T,C,1,2,NA,7.6,NA,64,10,55,125,94,137,NA,3.175,64
BMF3534,15,ACJ,Festuca,dolichophylla,T,BB,3,3,NA,38.1,41.6,3,NA,291,332,363,363,NA,6.315,3
BLN6296,15,TRE,Carex,pygmaea,T,C,4,3,NA,5,7,1,NA,46,313,249,267,NA,1.632,1
BLH4686,15,TRE,Calamagrostis,tarmensis,T,C,4,3,NA,70,73.3,6,NA,308,0.33,374,354,NA,5.634,6
CRJ4958,15,ACJ,Cortaderia,bifida,T,BB,1,1,NA,41.8,101.1,NA,NA,745,386,353,357,NA,NA,NA
CRF2083,15,ACJ,Cortaderia,bifida,T,BB,1,2,NA,37.5,78.5,4,NA,742,299,308,303,NA,27.433,4
AGY0443,15,TRE,Carex,pichinchensis,T,C,2,1,NA,17.5,23.5,2,NA,216,265,276,271,NA,9.326,2
BLV4744,15,ACJ,Calamagrostis,tarmensis,T,BB,1,2,NA,49.7,38.8,2,NA,92,416,415,0.41,Listed as B but is definitely BB (Tasha-Leigh double checked with Paul),2.142,2
BLB0298,15,TRE,Carex,pichinchensis,T,C,2,2,NA,24.4,26.4,2,NA,371,219,337,346,NA,14.902,2
CVG6533,15,TRE,Carex,pichinchensis,T,C,4,1,NA,46.9,47.5,2,NA,534,369,358,345,NA,21.425,2
CQP6759,15,TRE,Calamagrostis,cf. macrophylla,T,C,5,2,NA,43,53,2,NA,135,449,0.46,455,NA,2.501,2
ARV9089,15,ACJ,Cortaderia,bifida,T,BB,4,2,NA,31.2,61.8,NA,NA,896,306,368,358,NA,NA,NA
CRM3920,15,TRE,Calamagrostis,cf. macrophylla,T,C,5,3,NA,28,45,2,NA,149,555,553,551,NA,2.19,2
BMC0849,15,TRE,Vaccinium,floribundum,T,C,4,1,NA,23.3,NA,5,NA,0.9,0.48,481,474,NA,22.960.000.000.000.000,5
CVH8489,15,TRE,Calamagrostis,cf. macrophylla,T,C,1,2,NA,26.3,34,1,NA,76,461,445,423,NA,1.408,1
CUU1251,15,TRE,Calamagrostis,cf. macrophylla,T,C,1,3,NA,21.7,22,1,NA,33,326,327,311,NA,996,1
BMK5849,15,TRE,Paspalum,bonplandianum,T,C,3,1,NA,9.8,8.5,2,NA,48,89,164,93,NA,27.390.000.000.000.000,2
ARZ0668,15,ACJ,Cortaderia,bifida,T,BB,4,3,NA,39.2,40.5,2,NA,0.26,233,232,0.24,NA,9.29,2
BOG2356,15,ACJ,Calamagrostis,tarmensis,T,BB,4,2,NA,28.5,30.7,1,NA,69,444,0.56,447,NA,1.593,1
BLM6514,15,ACJ,Calamagrostis,tarmensis,T,BB,2,2,NA,32.9,33.9,1,NA,56,376,361,374,NA,1.314,1
CYS6747,15,ACJ,Calamagrostis,tarmensis,T,BB,5,3,NA,25,33,4,NA,51,272,0.23,243,NA,1.253,4
CRT9362,15,TRE,Halenia,umbellata,T,C,3,1,NA,11.4,NA,NA,NA,0.15,186,224,224,NA,NA,NA
BNJ0242,15,TRE,Trichophorum,rigidum,T,C,5,1,NA,36,43,4,NA,32,243,222,213,Leaf rolled,1.147,4
CYB3607,15,TRE,Rhynchospora,macrochaeta,T,C,5,1,NA,26.8,41.2,4,NA,1.674,274,278,287,I am not sure why there are 4 leaves.,NA,NA
CYF0619,15,TRE,Paspalum,bonplandianum,T,C,1,1,1,14.9,15.5,3,NA,67,48,65,173,extra plant for,5.247.999.999.999.990,3
BMW5924,15,ACJ,Festuca,dolichophylla,T,BB,2,1,NA,57.4,54,4,NA,525,377,412,416,NA,13.046,4
BND3322,15,TRE,Carex,pichinchensis,T,C,4,1,NA,22.6,27.4,1,NA,223,218,283,316,NA,10.853,1
CYA3349,15,TRE,Paspalum,bonplandianum,T,C,1,1,4,14.9,15.5,4,NA,45,108,96,102,NA,4.045,4
BQC6897,15,TRE,Halenia,umbellata,T,C,3,3,NA,6,NA,2,NA,39,221,214,189,NA,11.749.999.999.999.900,2
CYE9151,15,TRE,Paspalum,bonplandianum,T,C,1,1,5,NA,NA,3,NA,NA,NA,NA,NA,NA,2.44,3
AGE7337,15,TRE,Paspalum,bonplandianum,T,C,5,1,2,5.9,6.3,3,NA,51,108,112,0.1,NA,2.771,3
CYE9151,15,TRE,Paspalum,bonplandianum,T,C,1,1,5,14.9,15.5,3,NA,66,112,117,95,Val written in length section treated as stretched length,2.44,3
BPV3469,15,TRE,Halenia,umbellata,T,C,3,2,NA,7,NA,3,NA,27,216,222,217,NA,1.129,3
CXS5928,15,TRE,Paspalum,bonplandianum,T,C,1,1,2,14.9,15.5,3,NA,74,109,107,103,Experiment given as 1 assume C,50.809.999.999.999.900,3
BNF4890,15,TRE,Trichophorum,rigidum,T,C,5,2,NA,35,44,2,NA,31,308,354,302,Leaves Rolled and Val written in length section treated as stretched length,7.489.999.999.999.990,2
BLU0713,15,TRE,Paspalum,bonplandianum,T,C,4,1,NA,7.5,9.7,1,NA,107,92,129,212,NA,4.638,1
BNB6622,15,TRE,Trichophorum,rigidum,T,C,5,3,NA,14,27,3,NA,21,262,342,307,Leaves Rolled,509,3
AGZ2031,15,TRE,Paspalum,bonplandianum,T,C,5,3,NA,12,NA,3,NA,64,105,111,112,NA,4.380.999.999.999.990,3
BNN1844,15,TRE,Paspalum,bonplandianum,T,C,5,2,NA,6,NA,3,NA,23,97,NA,NA,Only one thickness val,1.757,3
AGN6553,15,TRE,Vaccinium,floribundum,T,C,3,1,NA,17.4,NA,5,NA,121,549,-545,561,NA,3.334,5
AGS6951,15,TRE,Gaultheria,glomerata,T,C,5,1,NA,20,NA,1,NA,273,585,508,575,NA,6.531,1
CXW5856,15,TRE,Paspalum,bonplandianum,T,C,1,1,3,14.9,15.5,3,NA,0.07,116,NA,NA,Only one thickness val,4.96,3
CRA5252,15,ACJ,Festuca,dolichophylla,T,BB,1,2,NA,51.2,69.1,3,NA,436,566,0.49,485,NA,13.945,3
AHG9356,15,TRE,Calamagrostis,cf. macrophylla,T,C,3,3,NA,20,33,1,NA,67,269,287,227,NA,1.552,1
CRP0313,15,TRE,Vaccinium,floribundum,T,C,2,1,NA,21.3,NA,4,NA,55,438,471,623,NA,1.586,5
AHE4272,15,TRE,Calamagrostis,tarmensis,T,C,1,2,NA,76,81.5,1,NA,0.19,307,0.34,0.25,NA,3.701,1
AHI0801,15,TRE,Calamagrostis,tarmensis,T,C,1,3,NA,64.5,65,1,NA,201,425,508,466,NA,3.712,1
CQK2630,15,ACJ,Festuca,dolichophylla,T,BB,1,1,NA,61.3,61.6,2,NA,337,441,405,666,NA,11.343,2
BNI4584,15,TRE,Paspalum,bonplandianum,T,C,5,1,NA,11,NA,3,NA,61,402,132,148,NA,4.312,3
CVC1169,15,TRE,Calamagrostis,macrophylla,T,C,1,1,NA,21.1,21,1,NA,38,349,371,358,NA,866,1
CYR4474,15,TRE,Vaccinium,floribundum,T,C,5,3,3,19.4,NA,5,NA,71,455,547,482,NA,1.802,5
BNT3287,15,TRE,Halenia,umbellata,T,C,2,1,NA,2,NA,1,NA,26,227,199,0.21,NA,903,1
BOB7266,15,TRE,Halenia,umbellata,T,C,2,3,NA,2,NA,1,NA,18,251,248,296,NA,725,1
BPC6853,15,TRE,Carex,pinchenchensis,T,C,3,1,NA,24,28,5,NA,0.33,214,194,194,NA,12.574,5
CYN6353,15,TRE,Vaccinium,floribundum,T,C,5,3,4,19.4,NA,5,NA,38,441,435,464,NA,1.093,5
CRV1812,15,ACJ,Pernettya,prostrata,T,BB,4,3,NA,10.5,NA,5,NA,68,418,333,439,NA,17.999.999.999.999.900,6
CSB9414,15,ACJ,Cortaderia,bifida,T,BB,5,2,NA,25.7,63.6,4,NA,745,276,346,343,NA,26.565,4
CZI4416,15,TRE,Paspalum,bonplandianum,T,C,5,1,1,5.9,6.3,5,NA,44,147,0.12,115,NA,3.094,5
AFV6468,15,TRE,Lachemilla,orbiculata,T,C,2,1,5,3.5,NA,3,NA,64,294,0.27,286,NA,1.871,3
BOK4212,15,TRE,Carex,pinchenchensis,T,C,4,2,NA,37.7,40.6,3,NA,712,214,277,265,Leaf wasn't sampled very nicely,26.223,3
BMT3246,15,ACJ,Carex,pygmaea,T,BB,1,1,NA,3.7,8.2,2,NA,73,0.29,282,255,NA,2.894,2
CYO0124,15,ACJ,Calamagrostis,tarmensis,T,BB,5,1,NA,54,58,4,NA,184,369,0.37,415,NA,3.44,4
CYJ2291,15,TRE,Vaccinium,floribundum,T,C,5,3,5,19.4,NA,5,NA,44,481,604,454,NA,1.202,6
CRN1464,15,TRE,Trichophorum,rigidum,T,C,2,3,NA,43.6,57.2,5,NA,249,582,0.47,649,Leaves Rolled,4.93,5
CXX4125,15,TRE,Rhynchospora,macrochaeta,T,C,1,NA,NA,42.6,44.6,53,NA,2.802,302,294,303,No individual number,166.638,53
AGA3860,15,TRE,Trichophorum,rigidum,T,C,3,2,NA,29,31,1,NA,24,245,233,219,NA,716,1
AGJ2611,15,TRE,Trichophorum,rigidum,T,C,3,1,NA,39,35,1,NA,22,264,257,329,Standing height > stretched length,1.007,1
BMU4639,15,TRE,Lachemilla,orbiculata,T,C,2,1,2,3.5,NA,4,NA,0.07,236,285,266,NA,1.955,4
BPZ6022,15,TRE,Halenia,umbellata,T,C,3,1,NA,6,NA,2,NA,17,184,165,158,NA,0.78,2
CYP5235,15,ACJ,Calamagrostis,tarmensis,T,BB,5,2,NA,48,51,2,NA,102,408,473,373,NA,2.285,2
BNX0682,15,TRE,Halenia,umbellata,NA,C,2,4,NA,2,NA,1,NA,19,318,271,235,No project but probably traits,881,1
BQH4082,15,TRE,Hypochaeris,taraxacoides,T,C,3,2,NA,2.5,NA,1,NA,57,277,265,0.33,NA,1.728,1
BPX5546,15,TRE,Hypochaeris,taraxacoides,T,C,3,3,NA,5,NA,1,NA,79,0.32,0.24,217,NA,2.123,1
ARF3252,15,ACJ,Calamagrostis,tarmensis,T,BB,2,2,NA,32.9,33.9,1,NA,72,408,401,0.38,NA,1.782,1
BQB2273,15,TRE,Hypochaeris,taraxacoides,T,C,3,1,NA,4.5,NA,1,NA,53,269,257,244,NA,1.517,1
CZN4729,15,TRE,Lachemilla,orbiculata,T,C,5,1,5,4.6,NA,4,NA,196,241,273,0.31,NA,4.631,4
BNG3485,15,TRE,Hypericum,andinum,NA,C,5,3,NA,23,NA,49,NA,25,157,121,108,Bulk leaves length not eneterdn and project,2.059,49
CZJ5895,15,TRE,Lachemilla,orbiculata,T,C,5,1,4,4.6,NA,3,NA,141,271,267,326,NA,4.004,3
