country,course,project,id,year,month,date,gradient,site,treatment,plot_id,functional_group,family,name_2020,genus,species,individual_nr,plant_height_cm,nr_leaves,number_leaves_scan,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_mm,area_flag,dry_flag,wet_flag
PE,Puna,T,KUP0530,2019,November,2019-11-28,1,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,3,15.5,2,2,0.063,0.023,2.09315,91.00652173913043,0.36507936507936506,0.20066666666666666,NA,NA,NA
PE,Puna,T,KUQ2711,2019,November,2019-11-25,1,PIL,B,3,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,2,16,5,6,0.018333333333333333,0.004833333333333334,0.4943666666666667,102.28275862068965,0.26363636363636367,0.29766666666666663,NA,NA,NA
PE,Puna,T,KUR2663,2019,November,2019-11-28,1,PIL,C,5,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,1,26,1,1,0.249,0.114,9.9248,87.059649122807,0.45783132530120485,0.186,NA,NA,NA
PE,Puna,T,KUS3990,2019,November,2019-11-28,1,PIL,C,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,1,5,NA,63,0.0022222222222222222,5.714285714285714e-4,0.09599047619047618,167.98333333333335,0.2571428571428571,0.158,NA,NA,NA
PE,Puna,T,KUT7301,2019,November,2019-11-25,1,PIL,B,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,3,15.5,1,1,0.124,0.032,7.9815,249.42187499999997,0.25806451612903225,0.12466666666666666,NA,NA,NA
PE,Puna,T,KUU0233,2019,November,2019-11-28,1,ACJ,B,3,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,1,12,NA,52,0.0015576923076923077,6.153846153846154e-4,0.09961346153846154,161.871875,0.39506172839506176,0.2823333333333333,NA,NA,NA
PE,Puna,T,KUV5229,2019,November,2019-11-28,1,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,2,18.5,2,2,0.057,0.0155,1.84795,119.22258064516129,0.2719298245614035,0.22733333333333333,NA,NA,NA
PE,Puna,T,KUW7284,2019,November,2019-11-26,1,WAY,C,3,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,1,4,2,2,0.184,0.0275,4.4841,163.05818181818182,0.14945652173913043,0.3143333333333333,NA,NA,NA
PE,Puna,T,KUX4525,2019,November,2019-11-28,1,PIL,C,1,Woody,Asteraceae,Baccharis genistelloides,Baccharis,genistelloides,3,24.3,5,1,NA,NA,NA,NA,NA,0.22966666666666669,NA,NA,NA
PE,Puna,T,KUY1646,2019,November,2019-11-28,1,PIL,C,3,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,3,37,1,1,0.074,0.037,1.3346,36.07027027027027,0.5,0.31133333333333335,NA,NA,NA
PE,Puna,T,KUZ1953,2019,November,2019-11-25,1,PIL,B,3,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,3,38,1,1,0.264,0.132,7.5408,57.127272727272725,0.5,0.395,NA,NA,NA
PE,Puna,T,KVA6516,2019,November,2019-11-28,1,PIL,C,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,3,14,1,1,0.121,0.042,3.8231,91.02619047619048,0.34710743801652894,0.21266666666666667,NA,NA,NA
PE,Puna,T,KVB9527,2019,November,2019-11-25,1,PIL,B,1,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,3,3,4,4,0.0225,0.01275,0.655875,51.44117647058824,0.5666666666666667,0.29533333333333334,NA,NA,NA
PE,Puna,T,KVC5339,2019,November,2019-11-23,1,ACJ,BB,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,35,1,1,0.074,0.04,1.6679,41.6975,0.5405405405405406,0.45666666666666667,NA,NA,NA
PE,Puna,T,KVD2046,2019,November,2019-11-25,1,PIL,B,5,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,1,9,NA,65,0.0018769230769230768,6.769230769230769e-4,0.08527538461538463,125.97500000000002,0.36065573770491804,0.271,NA,NA,NA
PE,Puna,T,KVE4380,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Oreobolus goeppingeri,Oreobolus,goeppingeri,1,4,10,10,0.0029000000000000002,0.0013,0.14876,114.43076923076924,0.44827586206896547,0.21,NA,NA,NA
PE,Puna,T,KVF5112,2019,November,2019-11-25,1,PIL,B,1,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,1,3.5,4,4,0.03375,0.01825,1.011125,55.4041095890411,0.5407407407407406,0.275,NA,NA,NA
PE,Puna,T,KVG6454,2019,November,2019-11-23,1,ACJ,BB,1,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,1,71,1,1,0.911,0.455,24.15,53.07692307692307,0.4994511525795829,0.328,NA,NA,NA
PE,Puna,T,KVH6901,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,3,16,5,5,0.005,0.0032,0.46736000000000005,146.05,0.64,0.20766666666666667,NA,NA,NA
PE,Puna,T,KVI1585,2019,November,2019-11-23,1,ACJ,BB,5,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,3,5,NA,1,NA,NA,NA,NA,NA,0.20433333333333334,NA,NA,NA
PE,Puna,T,KVJ6293,2019,November,2019-11-23,1,ACJ,BB,1,Fern,Blechnaceae,Blechnum auratum,Blechnum,auratum,1,40,1,1,6.77,2.477,71.2099,28.74844570044409,0.3658788774002954,0.8426666666666667,NA,NA,NA
PE,Puna,T,KVK3548,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Oreobolus goeppingeri,Oreobolus,goeppingeri,2,3,10,10,0.0047,0.0010999999999999998,0.11264,102.40000000000002,0.2340425531914893,0.19933333333333333,NA,NA,NA
PE,Puna,T,KVL4677,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,3,40,1,1,0.177,0.106,7.2037,67.95943396226416,0.5988700564971752,0.27266666666666667,NA,NA,NA
PE,Puna,T,KVM9188,2019,November,2019-11-23,1,ACJ,BB,1,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,2,74,1,1,1.166,0.616,32.6921,53.071590909090915,0.5283018867924528,0.3423333333333333,NA,NA,NA
PE,Puna,T,KVN3757,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,2,12,5,5,0.01,0.0046,0.41778000000000004,90.82173913043479,0.45999999999999996,0.29300000000000004,NA,NA,NA
PE,Puna,T,KVP0190,2019,November,2019-11-28,1,PIL,C,3,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,12,NA,1,0.154,0.061,11.0027,180.372131147541,0.3961038961038961,0.10266666666666667,NA,NA,NA
PE,Puna,T,KVQ0416,2019,November,2019-11-25,1,PIL,B,1,Forb,Rosaceae,Lachemilla jamesonii,Lachemilla,jamesonii,2,4,4,4,0.0375,0.0175,1.09965,62.83714285714285,0.46666666666666673,0.255,NA,NA,NA
PE,Puna,T,KVR3238,2019,November,2019-11-23,1,ACJ,BB,1,Gramminoid,Cyperaceae,Oreobolus goeppingeri,Oreobolus,goeppingeri,3,1,NA,74,0.001283783783783784,4.45945945945946e-4,0.06055945945945946,135.79999999999998,0.34736842105263155,0.14433333333333334,NA,NA,NA
PE,Puna,T,KVS4991,2019,November,2019-11-23,1,ACJ,BB,1,Fern,Blechnaceae,Blechnum auratum,Blechnum,auratum,2,13,1,1,1.768,0.325,30.9392,95.19753846153846,0.18382352941176472,0.7736666666666667,NA,NA,NA
PE,Puna,T,KVT7004,2019,November,2019-11-25,1,PIL,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,1,12.5,NA,75,0.0029733333333333335,0.0011066666666666668,0.093608,84.58554216867468,0.3721973094170404,0.414,NA,NA,NA
PE,Puna,T,KVU5515,2019,November,2019-11-23,1,ACJ,BB,1,Gramminoid,Poaceae,Cortaderia bifida,Cortaderia,bifida,3,67,1,1,0.741,0.364,23.1162,63.50604395604395,0.49122807017543857,0.36633333333333334,NA,NA,NA
PE,Puna,T,KVV5180,2019,November,2019-11-23,1,ACJ,BB,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,37,1,1,0.088,0.045,2.0319,45.15333333333333,0.5113636363636364,0.4623333333333333,NA,NA,NA
PE,Puna,T,KVW3125,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,1,19,5,5,0.009600000000000001,0.004,0.3968,99.19999999999999,0.41666666666666663,0.21366666666666667,NA,NA,NA
PE,Puna,T,KVX3557,2019,November,2019-11-23,1,ACJ,BB,5,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,2,13,NA,1,NA,NA,NA,NA,NA,0.162,NA,NA,NA
PE,Puna,T,KVY8384,2019,November,2019-11-25,1,PIL,B,5,Woody,Ericaceae,Gaultheria glomerata,Gaultheria,glomerata,1,5,2,2,0.1315,0.0565,3.7677,66.68495575221239,0.4296577946768061,0.5546666666666666,NA,NA,NA
PE,Puna,T,KVZ6286,2019,November,2019-11-25,1,PIL,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,2,12,NA,58,0.0016724137931034483,5.862068965517242e-4,0.06996551724137931,119.35294117647058,0.35051546391752575,0.24433333333333335,NA,NA,NA
PE,Puna,T,KWA3154,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,2,29,1,1,0.234,0.12,9.326,77.71666666666667,0.5128205128205128,0.253,NA,NA,NA
PE,Puna,T,KWB8726,2019,November,2019-11-23,1,ACJ,BB,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,33,1,1,0.087,0.043,2.2057,51.29534883720931,0.4942528735632184,0.4216666666666667,NA,NA,NA
PE,Puna,T,KWC0351,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Oreobolus goeppingeri,Oreobolus,goeppingeri,3,2.5,10,10,0.002,0.0013,0.11500999999999999,88.46923076923076,0.6499999999999999,0.24066666666666667,NA,NA,NA
PE,Puna,T,KWD6027,2019,November,2019-11-25,1,PIL,B,5,Forb,Rosaceae,Lachemilla cf vulcanica,Lachemilla,cf vulcanica,2,3,4,4,0.0025,0.00175,0.294925,168.5285714285714,0.7,0.16366666666666665,NA,NA,NA
PE,Puna,T,KWE5954,2019,November,2019-11-24,1,ACJ,B,1,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,3,40,1,1,0.586,0.277,15.8557,57.24079422382671,0.4726962457337885,0.5903333333333334,NA,NA,NA
PE,Puna,T,KWF6221,2019,November,2019-11-27,1,WAY,B,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,6.5,5,5,0.03,0.008,1.23324,154.15499999999997,0.26666666666666666,0.2816666666666667,NA,NA,NA
PE,Puna,T,KWG1239,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,20,1,1,0.027,0.015,1.1007,73.38000000000001,0.5555555555555556,0.29,NA,NA,NA
PE,Puna,T,KWH4322,2019,November,2019-11-24,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,3,1.5,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA
PE,Puna,T,KWI2226,2019,November,2019-11-27,1,WAY,B,5,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,2,11,NA,1,NA,NA,NA,NA,NA,0.12666666666666668,NA,NA,NA
PE,Puna,T,KWJ1072,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,3,7,2,2,0.068,0.0205,2.67545,130.50975609756097,0.3014705882352941,0.23933333333333334,NA,NA,NA
PE,Puna,T,KWK5575,2019,November,2019-11-24,1,ACJ,B,1,Forb,Rubiaceae,Nertera granadensis,Nertera,granadensis,3,1,NA,62,0.0015161290322580644,3.3870967741935485e-4,0.12291290322580645,362.88571428571424,0.22340425531914895,0.14466666666666667,NA,NA,NA
PE,Puna,T,KWL9878,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Danthonia secundiflora,Danthonia,secundiflora,2,30,1,1,0.034,0.019,1.3281,69.9,0.5588235294117646,0.33666666666666667,NA,NA,NA
PE,Puna,T,KWM1567,2019,November,2019-11-24,1,TRE,B,5,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,3,15.5,NA,1,0.204,0.088,12.2387,139.07613636363638,0.43137254901960786,0.19133333333333333,NA,NA,NA
PE,Puna,T,KWN4417,2019,November,2019-11-24,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,2,1.5,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA
PE,Puna,T,KWO9434,2019,November,2019-11-27,1,WAY,B,5,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,1,9,NA,1,NA,NA,NA,NA,NA,0.16633333333333333,NA,NA,NA
PE,Puna,T,KWQ1225,2019,November,2019-11-24,1,ACJ,B,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,30,5,5,0.029199999999999997,0.0082,1.38062,168.3682926829268,0.28082191780821925,0.256,NA,NA,NA
PE,Puna,T,KWR7252,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Danthonia secundiflora,Danthonia,secundiflora,1,24,1,1,0.036,0.024,1.1418,47.574999999999996,0.6666666666666667,0.353,NA,NA,NA
PE,Puna,T,KWS0122,2019,November,2019-11-25,1,PIL,B,5,Woody,Ericaceae,Vaccinium floribundum,Vaccinium,floribundum,3,3,5,5,0.0106,0.0052,0.33578,64.57307692307693,0.49056603773584906,0.4846666666666667,NA,NA,NA
PE,Puna,T,KWT3793,2019,November,2019-11-24,1,ACJ,B,1,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,1,46,1,1,0.348,0.151,9.6391,63.83509933774834,0.4339080459770115,0.454,NA,NA,NA
PE,Puna,T,KWU4790,2019,November,2019-11-27,1,WAY,B,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,5.5,5,5,0.024399999999999998,0.006,1.23388,205.64666666666668,0.24590163934426232,0.20733333333333334,NA,NA,NA
PE,Puna,T,KWV6111,2019,November,2019-11-24,1,TRE,B,5,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,2,13,NA,1,0.168,0.088,10.4416,118.65454545454546,0.5238095238095237,0.14633333333333334,NA,NA,NA
PE,Puna,T,KWW9586,2019,November,2019-11-24,1,ACJ,B,1,Forb,Asteraceae,Laestadia muscicola,Laestadia,muscicola,1,1.5,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA
PE,Puna,T,KWX1680,2019,November,2019-11-27,1,WAY,B,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,6.5,5,5,0.040799999999999996,0.0112,1.654,147.67857142857142,0.27450980392156865,0.2763333333333333,NA,NA,NA
PE,Puna,T,KWY6388,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,14.5,1,1,0.226,0.085,4.8672,57.26117647058824,0.3761061946902655,0.28833333333333333,NA,NA,NA
PE,Puna,T,KWZ4024,2019,November,2019-11-24,1,ACJ,B,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,2,29,5,5,0.0256,0.0062,1.13896,183.70322580645163,0.24218749999999997,0.23466666666666666,NA,NA,NA
PE,Puna,T,KXA0007,2019,November,2019-11-27,1,WAY,B,5,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,3,12,NA,1,NA,NA,NA,NA,NA,0.15833333333333333,NA,NA,NA
PE,Puna,T,KXB9971,2019,November,2019-11-24,1,TRE,B,5,Woody,Hypericaceae,Hypericum andinum,Hypericum,andinum,1,17,NA,1,0.208,0.096,13.2846,138.38125,0.46153846153846156,0.15166666666666667,NA,NA,NA
PE,Puna,T,KXC2819,2019,November,2019-11-24,1,ACJ,B,1,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,2,55,1,1,0.621,0.292,15.1936,52.03287671232877,0.47020933977455714,0.601,NA,NA,NA
PE,Puna,T,KXD2730,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,3,12.5,1,1,0.132,0.043,6.3065,146.66279069767444,0.3257575757575757,0.14233333333333334,NA,NA,NA
PE,Puna,T,KXE3156,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,31,1,1,0.05,0.027,2.1517,79.69259259259259,0.5399999999999999,0.3333333333333333,NA,NA,NA
PE,Puna,T,KXF6004,2019,November,2019-11-24,1,ACJ,B,1,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,25,5,5,0.043,0.012,1.8226400000000003,151.88666666666668,0.2790697674418605,0.295,NA,NA,NA
PE,Puna,T,KXG3855,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,3,60,1,1,0.101,0.056,2.8523,50.933928571428574,0.5544554455445544,0.409,NA,NA,NA
PE,Puna,T,KXH6964,2019,November,2019-11-25,1,PIL,B,5,Forb,Rosaceae,Lachemilla cf vulcanica,Lachemilla,cf vulcanica,1,1.5,5,5,0.0078,0.004,0.48384,120.96,0.5128205128205129,0.14633333333333334,NA,NA,NA
PE,Puna,T,KXI1863,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,2,6,3,3,0.029666666666666664,0.013333333333333334,1.4241000000000001,106.8075,0.44943820224719105,0.223,NA,NA,NA
PE,Puna,T,KXJ6982,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Danthonia secundiflora,Danthonia,secundiflora,3,25,1,1,0.042,0.025,1.2389,49.55599999999999,0.5952380952380952,0.4116666666666667,NA,NA,NA
PE,Puna,T,KXK3100,2019,November,2019-11-24,1,TRE,B,5,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,3,25,1,1,0.043,0.016,2.5059,156.61875,0.372093023255814,0.15433333333333332,NA,NA,NA
PE,Puna,T,KXL4920,2019,November,2019-11-25,1,PIL,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,3,21,1,1,0.181,0.029,5.6579,195.09999999999997,0.16022099447513813,0.176,NA,NA,NA
PE,Puna,T,KXM5700,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,2,11.5,1,1,0.072,0.026,5.127,197.19230769230768,0.3611111111111111,0.16166666666666665,NA,NA,NA
PE,Puna,T,KXN7139,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,26.5,1,1,0.022,0.008,1.2239,152.98749999999998,0.36363636363636365,0.24033333333333334,NA,NA,NA
PE,Puna,T,KXO4299,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,3,19.5,1,1,0.144,0.028,6.7021,239.36071428571427,0.19444444444444448,0.13733333333333334,NA,NA,NA
PE,Puna,T,KXP4670,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,4,63,1,1,0.084,0.035,2.8429,81.22571428571429,0.4166666666666667,0.4206666666666667,NA,NA,NA
PE,Puna,T,KXQ5764,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,1,17,3,3,0.021666666666666667,0.009666666666666667,1.2495666666666667,129.2655172413793,0.4461538461538462,0.161,NA,NA,NA
PE,Puna,T,KXR2387,2019,November,2019-11-25,1,PIL,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,2,13.5,1,1,0.32,0.059,8.6127,145.97796610169493,0.18437499999999998,0.35233333333333333,NA,NA,NA
PE,Puna,T,KXS2995,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,13,1,1,0.062,0.019,5.4132,284.90526315789475,0.3064516129032258,0.109,NA,NA,NA
PE,Puna,T,KXT5641,2019,November,2019-11-24,1,ACJ,B,1,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,2,16,NA,1,NA,NA,NA,NA,NA,0.139,NA,NA,NA
PE,Puna,T,KXU6771,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,1,49.5,1,1,0.417,0.215,10.776,50.12093023255814,0.5155875299760192,0.48833333333333334,NA,NA,NA
PE,Puna,T,KXV0305,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Calamagrostis cf. amoena,Calamagrostis,cf. amoena,5,61,1,1,0.118,0.071,2.9477,41.516901408450714,0.6016949152542372,0.43766666666666665,NA,NA,NA
PE,Puna,T,KXW7117,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,2,12,3,3,0.027333333333333334,0.01,1.4402,144.01999999999998,0.36585365853658536,0.20133333333333334,NA,NA,NA
PE,Puna,T,KXX5757,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,1,6,3,3,0.03666666666666667,0.015666666666666666,2.154533333333333,137.52340425531915,0.42727272727272725,0.208,NA,NA,NA
PE,Puna,T,KXY8826,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,1,12,5,5,0.0134,0.0073999999999999995,0.8168599999999999,110.38648648648649,0.5522388059701492,0.26266666666666666,NA,NA,NA
PE,Puna,T,KXZ6641,2019,November,2019-11-24,1,TRE,B,3,Forb,Asteraceae,Gamochaeta coarctata,Gamochaeta,coarctata,3,2.7,5,5,0.0178,0.0048000000000000004,0.8041,167.52083333333331,0.26966292134831465,0.24933333333333332,NA,NA,NA
PE,Puna,T,KYA5312,2019,November,2019-11-25,1,PIL,B,1,Forb,Asteraceae,Hieracium cf. mandonii,Hieracium,cf. mandonii,1,13,1,1,0.251,0.043,8.7272,202.95813953488374,0.17131474103585656,0.288,NA,NA,NA
PE,Puna,T,KYC0218,2019,November,2019-11-24,1,ACJ,B,1,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,3,7,NA,1,NA,NA,NA,NA,NA,0.14733333333333332,NA,NA,NA
PE,Puna,T,KYD7017,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,11,1,1,0.092,0.02,4.0228,201.14000000000001,0.2173913043478261,0.164,NA,NA,NA
PE,Puna,T,KYF5886,2019,November,2019-11-24,1,TRE,B,3,Forb,Asteraceae,Gamochaeta coarctata,Gamochaeta,coarctata,2,1.5,5,5,0.012199999999999999,0.0026,0.63166,242.94615384615386,0.21311475409836067,0.2566666666666667,NA,NA,NA
PE,Puna,T,KYG4266,2019,November,2019-11-25,1,PIL,B,1,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium,hieracioides,3,3.5,4,4,0.0905,0.02525,2.771625,109.76732673267325,0.27900552486187846,0.42633333333333334,NA,NA,NA
PE,Puna,T,KYH6453,2019,November,2019-11-27,1,WAY,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,61,1,1,0.18,0.094,3.9476,41.99574468085106,0.5222222222222223,0.5333333333333333,NA,NA,NA
PE,Puna,T,KYI5113,2019,November,2019-11-24,1,ACJ,B,1,Fern,Lycopodiaceae,Lycopodium clavatum,Lycopodium,clavatum,1,8,NA,1,NA,NA,NA,NA,NA,0.11533333333333333,NA,NA,NA
PE,Puna,T,KYJ8894,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Festuca procera,Festuca,procera,2,75,1,1,0.626,0.316,16.8268,53.24936708860759,0.5047923322683706,0.4473333333333333,NA,NA,NA
PE,Puna,T,KYL5762,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,1,9.5,3,3,0.025333333333333333,0.009333333333333334,1.4003666666666668,150.0392857142857,0.368421052631579,0.21233333333333332,NA,NA,NA
PE,Puna,T,KYM9593,2019,November,2019-11-25,1,PIL,B,1,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium,hieracioides,1,3.3,5,5,0.040600000000000004,0.01,1.6738399999999998,167.384,0.2463054187192118,0.23633333333333334,NA,NA,NA
PE,Puna,T,KYN2553,2019,November,2019-11-27,1,WAY,B,5,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,2,9,5,5,0.005,0.0036,0.42397999999999997,117.77222222222221,0.72,0.30366666666666664,NA,NA,NA
PE,Puna,T,KYO5221,2019,November,2019-11-24,1,TRE,B,3,Forb,Asteraceae,Gamochaeta coarctata,Gamochaeta,coarctata,1,2,5,5,0.0126,0.0026,0.6826800000000001,262.5692307692308,0.20634920634920634,0.25266666666666665,NA,NA,NA
PE,Puna,T,KYP9820,2019,November,2019-11-25,1,PIL,B,1,Forb,Asteraceae,Oritrophium hieracioides,Oritrophium,hieracioides,2,2,3,3,0.06,0.019,2.0138666666666665,105.99298245614034,0.31666666666666665,0.35,NA,NA,NA
PE,Puna,T,KYQ5664,2019,November,2019-11-27,1,WAY,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,2,54,1,1,0.073,0.041,3.075,75,0.5616438356164384,0.4146666666666667,NA,NA,NA
PE,Puna,T,KYR2391,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,3,14,3,3,0.034333333333333334,0.012333333333333333,2.186033333333333,177.24594594594592,0.3592233009708738,0.20099999999999998,NA,NA,NA
PE,Puna,T,KYS0701,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Poaceae,Festuca procera,Festuca,procera,3,84,1,1,0.874,0.507,23.409,46.171597633136095,0.580091533180778,0.5136666666666667,NA,NA,NA
PE,Puna,T,KYU0286,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Cyperaceae,Carex bonplandii,Carex,bonplandii,1,13,3,3,0.028,0.01,1.5994333333333335,159.94333333333336,0.35714285714285715,0.22566666666666668,NA,NA,NA
PE,Puna,T,KYV6631,2019,November,2019-11-25,1,PIL,B,1,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,3,5.6,3,3,0.028666666666666663,0.011000000000000001,1.7782666666666669,161.66060606060606,0.3837209302325582,0.193,NA,NA,NA
PE,Puna,T,KYW5052,2019,November,2019-11-27,1,WAY,B,3,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,1,60,1,1,0.143,0.082,4.2485,51.81097560975609,0.5734265734265735,0.5173333333333333,NA,NA,NA
PE,Puna,T,KYX8996,2019,November,2019-11-24,1,TRE,B,3,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,2,16,3,3,0.04133333333333333,0.014333333333333332,2.611333333333333,182.18604651162792,0.34677419354838707,0.16,NA,NA,NA
